unnamed,Make,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Vehicle Size,city mpg,Popularity,MSRP,Price
4356,Ford,regular unleaded,292,8,AUTOMATIC,rear wheel drive,Compact,15,5657,31145,450000
4357,Ford,regular unleaded,210,6,AUTOMATIC,rear wheel drive,Compact,14,5657,29835,450000
4358,Ford,regular unleaded,210,6,AUTOMATIC,four wheel drive,Compact,13,5657,28510,450000
4359,Ford,regular unleaded,292,8,AUTOMATIC,four wheel drive,Compact,14,5657,33670,450000
4360,Ford,regular unleaded,292,8,AUTOMATIC,all wheel drive,Compact,14,5657,33670,450000
4362,Ford,regular unleaded,292,8,AUTOMATIC,four wheel drive,Compact,14,5657,29820,450000
4363,Ford,regular unleaded,292,8,AUTOMATIC,rear wheel drive,Compact,15,5657,31145,450000
4364,Ford,regular unleaded,292,8,AUTOMATIC,rear wheel drive,Compact,15,5657,27295,450000
4365,Ford,regular unleaded,210,6,AUTOMATIC,four wheel drive,Compact,13,5657,32360,450000
4366,Ford,regular unleaded,210,6,AUTOMATIC,rear wheel drive,Compact,14,5657,25985,450000
4367,Ford,regular unleaded,210,6,AUTOMATIC,all wheel drive,Compact,13,5657,32360,450000
4368,Ford,regular unleaded,210,6,AUTOMATIC,rear wheel drive,Compact,14,5657,33065,450000
4369,Ford,regular unleaded,210,6,AUTOMATIC,four wheel drive,Compact,13,5657,35590,450000
4370,Ford,regular unleaded,210,6,AUTOMATIC,rear wheel drive,Compact,14,5657,28210,450000
4371,Ford,regular unleaded,210,6,AUTOMATIC,all wheel drive,Compact,13,5657,35590,450000
4372,Ford,regular unleaded,210,6,AUTOMATIC,four wheel drive,Compact,13,5657,30735,450000
4373,Ford,regular unleaded,203,6,MANUAL,four wheel drive,Midsize,14,5657,24055,450000
4374,Ford,regular unleaded,203,6,MANUAL,rear wheel drive,Midsize,16,5657,21035,450000
4375,Ford,regular unleaded,203,6,AUTOMATIC,rear wheel drive,Midsize,15,5657,24615,450000
4376,Ford,regular unleaded,203,6,MANUAL,four wheel drive,Midsize,14,5657,24240,450000
4377,Ford,regular unleaded,203,6,MANUAL,rear wheel drive,Midsize,16,5657,21220,450000
4378,Ford,regular unleaded,203,6,AUTOMATIC,four wheel drive,Midsize,13,5657,26075,450000
4379,Ford,regular unleaded,203,6,AUTOMATIC,rear wheel drive,Midsize,15,5657,22265,450000
4380,Ford,regular unleaded,203,6,AUTOMATIC,rear wheel drive,Midsize,15,5657,23055,450000
4381,Ford,regular unleaded,203,6,AUTOMATIC,four wheel drive,Midsize,13,5657,27780,450000
4382,Ford,regular unleaded,203,6,AUTOMATIC,four wheel drive,Midsize,13,5657,25285,450000
4383,Ford,regular unleaded,203,6,AUTOMATIC,rear wheel drive,Midsize,14,5657,23835,450000
4384,Ford,regular unleaded,203,6,AUTOMATIC,four wheel drive,Midsize,14,5657,25565,450000
4385,Ford,regular unleaded,203,6,AUTOMATIC,rear wheel drive,Midsize,14,5657,22545,450000
4386,Ford,regular unleaded,203,6,AUTOMATIC,rear wheel drive,Midsize,14,5657,25595,450000
4387,Ford,regular unleaded,203,6,AUTOMATIC,four wheel drive,Midsize,14,5657,28760,450000
4388,Ford,regular unleaded,203,6,MANUAL,four wheel drive,Midsize,14,5657,24890,450000
4389,Ford,regular unleaded,203,6,AUTOMATIC,four wheel drive,Midsize,14,5657,26915,450000
4390,Ford,regular unleaded,203,6,MANUAL,rear wheel drive,Midsize,15,5657,21870,450000
4391,Ford,flex-fuel (unleaded/E85),290,6,AUTOMATIC,front wheel drive,Midsize,17,5657,33000,450000
4392,Ford,flex-fuel (unleaded/E85),290,6,AUTOMATIC,all wheel drive,Midsize,17,5657,40200,450000
4393,Ford,flex-fuel (unleaded/E85),290,6,AUTOMATIC,front wheel drive,Midsize,17,5657,38200,450000
4394,Ford,flex-fuel (unleaded/E85),290,6,AUTOMATIC,all wheel drive,Midsize,17,5657,32700,450000
4395,Ford,flex-fuel (unleaded/E85),290,6,AUTOMATIC,front wheel drive,Midsize,17,5657,30700,450000
4396,Ford,regular unleaded,365,6,AUTOMATIC,all wheel drive,Midsize,16,5657,43100,450000
4397,Ford,flex-fuel (unleaded/E85),290,6,AUTOMATIC,all wheel drive,Midsize,17,5657,35000,450000
4398,Ford,flex-fuel (unleaded/E85),290,6,AUTOMATIC,all wheel drive,Midsize,16,5657,35400,450000
4399,Ford,flex-fuel (unleaded/E85),290,6,AUTOMATIC,front wheel drive,Midsize,17,5657,41300,450000
4400,Ford,regular unleaded,365,6,AUTOMATIC,all wheel drive,Midsize,16,5657,52970,450000
4401,Ford,regular unleaded,365,6,AUTOMATIC,all wheel drive,Midsize,16,5657,43500,450000
4402,Ford,flex-fuel (unleaded/E85),290,6,AUTOMATIC,front wheel drive,Midsize,17,5657,31050,450000
4403,Ford,flex-fuel (unleaded/E85),290,6,AUTOMATIC,all wheel drive,Midsize,16,5657,33050,450000
4404,Ford,flex-fuel (unleaded/E85),290,6,AUTOMATIC,all wheel drive,Midsize,16,5657,43300,450000
4405,Ford,flex-fuel (unleaded/E85),290,6,AUTOMATIC,front wheel drive,Midsize,17,5657,33400,450000
4406,Ford,regular unleaded,365,6,AUTOMATIC,all wheel drive,Midsize,16,5657,53235,450000
4407,Ford,flex-fuel (unleaded/E85),290,6,AUTOMATIC,all wheel drive,Midsize,16,5657,33310,450000
4408,Ford,regular unleaded,280,4,AUTOMATIC,front wheel drive,Midsize,19,5657,41525,450000
4409,Ford,flex-fuel (unleaded/E85),290,6,AUTOMATIC,front wheel drive,Midsize,17,5657,33625,450000
4410,Ford,flex-fuel (unleaded/E85),290,6,AUTOMATIC,front wheel drive,Midsize,17,5657,31160,450000
4411,Ford,regular unleaded,365,6,AUTOMATIC,all wheel drive,Midsize,16,5657,45205,450000
4412,Ford,flex-fuel (unleaded/E85),290,6,AUTOMATIC,all wheel drive,Midsize,16,5657,35775,450000
4413,Ford,regular unleaded,280,4,AUTOMATIC,all wheel drive,Midsize,18,5657,43675,450000
4447,Ford,regular unleaded,202,6,MANUAL,rear wheel drive,Large,15,5657,22295,450000
4448,Ford,regular unleaded,231,8,AUTOMATIC,four wheel drive,Large,13,5657,26160,450000
4449,Ford,regular unleaded,202,6,MANUAL,four wheel drive,Large,13,5657,23830,450000
4450,Ford,regular unleaded,202,6,MANUAL,rear wheel drive,Large,15,5657,22315,450000
4451,Ford,regular unleaded,202,6,MANUAL,four wheel drive,Large,13,5657,25730,450000
4452,Ford,regular unleaded,202,6,MANUAL,rear wheel drive,Large,15,5657,20490,450000
4453,Ford,regular unleaded,202,6,MANUAL,rear wheel drive,Large,15,5657,25160,450000
4454,Ford,regular unleaded,231,8,AUTOMATIC,four wheel drive,Large,13,5657,26460,450000
4455,Ford,regular unleaded,202,6,MANUAL,rear wheel drive,Large,15,5657,22615,450000
4456,Ford,regular unleaded,202,6,MANUAL,rear wheel drive,Large,15,5657,23160,450000
4457,Ford,regular unleaded,202,6,MANUAL,four wheel drive,Large,13,5657,26575,450000
4458,Ford,regular unleaded,202,6,MANUAL,rear wheel drive,Large,15,5657,19910,450000
4459,Ford,regular unleaded,202,6,MANUAL,four wheel drive,Large,13,5657,26030,450000
4460,Ford,regular unleaded,202,6,MANUAL,rear wheel drive,Large,15,5657,19610,450000
4461,Ford,regular unleaded,231,8,AUTOMATIC,rear wheel drive,Large,14,5657,22595,450000
4462,Ford,regular unleaded,231,8,AUTOMATIC,rear wheel drive,Large,14,5657,25460,450000
4463,Ford,regular unleaded,231,8,AUTOMATIC,four wheel drive,Large,13,5657,28975,450000
4464,Ford,regular unleaded,202,6,MANUAL,four wheel drive,Large,13,5657,23285,450000
4465,Ford,regular unleaded,231,8,AUTOMATIC,four wheel drive,Large,13,5657,29275,450000
4466,Ford,regular unleaded,202,6,MANUAL,four wheel drive,Large,13,5657,22985,450000
4467,Ford,regular unleaded,240,8,AUTOMATIC,rear wheel drive,Large,11,5657,4508,450000
4468,Ford,regular unleaded,360,8,AUTOMATIC,rear wheel drive,Large,12,5657,5691,450000
4469,Ford,regular unleaded,360,8,AUTOMATIC,rear wheel drive,Large,12,5657,5860,450000
4470,Ford,regular unleaded,325,6,AUTOMATIC,four wheel drive,Large,18,5657,45090,450000
4471,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,34205,450000
4472,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,35310,450000
4473,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,36555,450000
4474,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,55305,450000
4475,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,43785,450000
4476,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,39310,450000
4477,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,30975,450000
4478,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,39485,450000
4479,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,31320,450000
4480,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,33515,450000
4481,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,52545,450000
4482,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,35360,450000
4483,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,37665,450000
4484,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,39610,450000
4485,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,36055,450000
4486,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,26030,450000
4487,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,rear wheel drive,Large,15,5657,51585,450000
4488,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,rear wheel drive,Large,15,5657,49120,450000
4489,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,31625,450000
4490,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,46140,450000
4491,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,33655,450000
4492,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,rear wheel drive,Large,15,5657,49420,450000
4493,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,37630,450000
4494,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,41970,450000
4495,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,34745,450000
4496,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,rear wheel drive,Large,15,5657,51885,450000
4497,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,30675,450000
4498,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,41670,450000
4499,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,52845,450000
4500,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,41840,450000
4501,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,26330,450000
4502,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,30090,450000
4503,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,31200,450000
4504,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,32545,450000
4505,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,55010,450000
4506,Ford,regular unleaded,325,6,AUTOMATIC,four wheel drive,Large,18,5657,42735,450000
4507,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,35045,450000
4508,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,37815,450000
4509,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,40050,450000
4510,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,31185,450000
4511,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,53775,450000
4512,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,37140,450000
4513,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,26540,450000
4514,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,30600,450000
4515,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,rear wheel drive,Large,15,5657,52815,450000
4516,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,53475,450000
4517,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,56235,450000
4518,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,40070,450000
4519,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,rear wheel drive,Large,15,5657,50050,450000
4520,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,31905,450000
4521,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,35330,450000
4522,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,26840,450000
4523,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,34165,450000
4524,Ford,regular unleaded,365,6,AUTOMATIC,rear wheel drive,Large,18,5657,58885,450000
4525,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,35895,450000
4526,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,35870,450000
4527,Ford,regular unleaded,365,6,AUTOMATIC,four wheel drive,Large,17,5657,62310,450000
4528,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,34790,450000
4529,Ford,regular unleaded,325,6,AUTOMATIC,four wheel drive,Large,18,5657,43490,450000
4530,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,32210,450000
4531,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,36565,450000
4532,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,31485,450000
4533,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,40365,450000
4534,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,33055,450000
4535,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,38215,450000
4536,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,40065,450000
4537,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,42725,450000
4538,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,31710,450000
4539,Ford,regular unleaded,325,6,AUTOMATIC,four wheel drive,Large,18,5657,45845,450000
4540,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,38325,450000
4541,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,rear wheel drive,Large,15,5657,50350,450000
4542,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,42425,450000
4543,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,55940,450000
4544,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,42425,450000
4545,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,34025,450000
4546,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,40635,450000
4547,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,38250,450000
4548,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,35630,450000
4549,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,rear wheel drive,Large,15,5657,52515,450000
4550,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,44540,450000
4551,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,46895,450000
4552,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,31710,450000
4553,Ford,regular unleaded,450,6,AUTOMATIC,four wheel drive,Large,15,5657,51310,450000
4554,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,56260,450000
4555,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,40070,450000
4556,Ford,regular unleaded,365,6,AUTOMATIC,rear wheel drive,Large,18,5657,59600,450000
4557,Ford,regular unleaded,450,6,AUTOMATIC,four wheel drive,Large,15,5657,48325,450000
4558,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,40365,450000
4559,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,46895,450000
4560,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,26540,450000
4561,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,36565,450000
4562,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,31905,450000
4563,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,44540,450000
4564,Ford,regular unleaded,325,6,AUTOMATIC,four wheel drive,Large,18,5657,45845,450000
4565,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,38325,450000
4566,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,31185,450000
4567,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,40065,450000
4568,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,53704,450000
4569,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,54004,450000
4570,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,35055,450000
4571,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,rear wheel drive,Large,15,5657,52835,450000
4572,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,42425,450000
4573,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,56555,450000
4574,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,35630,450000
4575,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,34165,450000
4576,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,31485,450000
4577,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,35895,450000
4578,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,rear wheel drive,Large,15,5657,50280,450000
4579,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,38215,450000
4580,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,Large,15,5657,35870,450000
4581,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,42425,450000
4582,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,26840,450000
4583,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,35330,450000
4584,Ford,regular unleaded,325,6,AUTOMATIC,four wheel drive,Large,18,5657,43490,450000
4585,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,32210,450000
4586,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,42725,450000
4587,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,rear wheel drive,Large,15,5657,50580,450000
4588,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,37140,450000
4589,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,34790,450000
4590,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,Large,18,5657,30600,450000
4591,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,34025,450000
4592,Ford,regular unleaded,365,6,AUTOMATIC,four wheel drive,Large,17,5657,63025,450000
4593,Ford,regular unleaded,325,6,AUTOMATIC,rear wheel drive,Large,19,5657,38250,450000
4594,Ford,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,Large,17,5657,40635,450000
4595,Ford,flex-fuel (unleaded/E85),385,8,AUTOMATIC,rear wheel drive,Large,15,5657,53135,450000
4596,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,12,5657,3104,450000
4597,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,12,5657,2862,450000
4598,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,12,5657,3433,450000
4599,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,12,5657,3215,450000
4600,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,12,5657,3059,450000
4601,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,12,5657,3214,450000
4602,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,12,5657,3241,450000
4603,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,12,5657,2956,450000
4604,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,12,5657,3394,450000
4605,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,12,5657,2836,450000
4606,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,12,5657,2529,450000
4607,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,12,5657,2577,450000
4608,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,12,5657,2787,450000
4609,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,12,5657,3008,450000
4610,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,12,5657,3156,450000
4611,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,12,5657,3431,450000
4612,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,13,5657,3338,450000
4613,Ford,regular unleaded,220,8,AUTOMATIC,rear wheel drive,Large,13,5657,3138,450000
4614,Ford,regular unleaded,220,8,AUTOMATIC,rear wheel drive,Large,13,5657,3096,450000
4615,Ford,regular unleaded,220,8,AUTOMATIC,rear wheel drive,Large,13,5657,3535,450000
4616,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,13,5657,3733,450000
4617,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,13,5657,3487,450000
4618,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,13,5657,3269,450000
4619,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,13,5657,2843,450000
4620,Ford,regular unleaded,220,8,AUTOMATIC,rear wheel drive,Large,13,5657,3395,450000
4621,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,13,5657,3099,450000
4622,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,13,5657,3471,450000
4623,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,13,5657,3199,450000
4624,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,13,5657,2817,450000
4625,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,13,5657,3223,450000
4626,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,13,5657,3764,450000
4627,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,13,5657,3822,450000
4628,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,13,5657,3251,450000
4629,Ford,regular unleaded,220,8,AUTOMATIC,rear wheel drive,Large,12,5657,3550,450000
4630,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,12,5657,3269,450000
4631,Ford,regular unleaded,220,8,AUTOMATIC,four wheel drive,Large,12,5657,4078,450000
4632,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,13,5657,3241,450000
4633,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,12,5657,3583,450000
4634,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,12,5657,3542,450000
4635,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,13,5657,3560,450000
4636,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,13,5657,2922,450000
4637,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,13,5657,3188,450000
4638,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,12,5657,3192,450000
4639,Ford,regular unleaded,220,8,AUTOMATIC,four wheel drive,Large,12,5657,3878,450000
4640,Ford,regular unleaded,220,8,AUTOMATIC,rear wheel drive,Large,12,5657,3752,450000
4641,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,12,5657,3572,450000
4642,Ford,regular unleaded,220,8,MANUAL,four wheel drive,Large,12,5657,3908,450000
4643,Ford,regular unleaded,220,8,MANUAL,rear wheel drive,Large,13,5657,2923,450000
4660,Ford,regular unleaded,63,4,MANUAL,front wheel drive,Compact,30,5657,2000,450000
4662,Ford,regular unleaded,63,4,MANUAL,front wheel drive,Compact,30,5657,2000,450000
4664,Ford,regular unleaded,63,4,MANUAL,front wheel drive,Compact,30,5657,2000,450000
4669,Ford,regular unleaded,120,4,MANUAL,front wheel drive,Compact,28,5657,18405,450000
4670,Ford,regular unleaded,197,4,MANUAL,front wheel drive,Compact,26,5657,21435,450000
4671,Ford,regular unleaded,120,4,MANUAL,front wheel drive,Compact,28,5657,15685,450000
4672,Ford,regular unleaded,120,4,MANUAL,front wheel drive,Compact,28,5657,16085,450000
4673,Ford,regular unleaded,120,4,MANUAL,front wheel drive,Compact,28,5657,14455,450000
4674,Ford,regular unleaded,120,4,MANUAL,front wheel drive,Compact,28,5657,14855,450000
4675,Ford,regular unleaded,120,4,MANUAL,front wheel drive,Compact,28,5657,18805,450000
4676,Ford,regular unleaded,120,4,MANUAL,front wheel drive,Compact,27,5657,14880,450000
4677,Ford,regular unleaded,120,4,MANUAL,front wheel drive,Compact,27,5657,16110,450000
4678,Ford,regular unleaded,120,4,MANUAL,front wheel drive,Compact,27,5657,18830,450000
4679,Ford,regular unleaded,120,4,MANUAL,front wheel drive,Compact,27,5657,15810,450000
4680,Ford,regular unleaded,120,4,MANUAL,front wheel drive,Compact,27,5657,14580,450000
4681,Ford,regular unleaded,120,4,MANUAL,front wheel drive,Compact,27,5657,18530,450000
4682,Ford,regular unleaded,197,4,MANUAL,front wheel drive,Compact,26,5657,21460,450000
4683,Ford,regular unleaded,120,4,MANUAL,front wheel drive,Compact,27,5657,15660,450000
